1.044,0.603,1.932,0.729,1.137,0.554,0.208,-0.23,-1.754,-0.52,0.956,0.032,1.698,1.722,-1.432,0.138
-1.052,0.603,-1.051,0.729,-1.134,2.532,-2.362,1.968,-0.497,1.885,-0.185,2.441,-0.872,-1.513,-1.432,0.138
0.52,0.904,-0.057,-0.154,0.228,0.059,-0.221,-0.23,0.341,-0.119,-0.566,-0.449,0.841,1.075,0.899,-1.113
-1.577,-1.204,-1.549,-1.919,-1.134,0.554,-0.221,0.136,-0.916,0.282,-0.185,0.032,-0.444,-0.219,-0.655,0.138
-1.577,-2.108,-1.549,-1.919,-1.134,0.554,-0.221,0.503,-0.497,-0.921,-0.185,0.514,-0.444,-0.219,-0.267,0.138
1.568,0.904,0.938,-0.154,-0.226,0.554,-0.221,-0.23,-0.497,0.282,0.195,-0.449,1.27,1.075,0.51,0.764
-1.052,-1.204,-1.549,-1.478,-0.68,-0.435,0.208,-0.23,-0.078,-0.52,-0.185,-0.449,-0.444,-0.866,-0.267,0.764
0.52,0.603,0.44,0.288,0.683,-0.435,-0.221,0.869,0.759,-0.52,0.575,0.032,-0.015,1.722,0.899,0.764
1.044,-0.301,0.44,1.17,-0.226,0.059,-1.505,3.799,-0.078,-0.52,2.858,0.032,-0.015,0.428,-1.432,0.138
-0.528,-1.506,-0.554,-0.595,-0.226,-0.93,-0.221,-0.23,0.759,-0.921,-0.185,0.996,-0.015,-0.219,0.51,0.764
1.044,0.904,-0.057,-0.154,-0.68,-0.435,-1.077,-0.596,0.759,0.682,-0.946,2.441,-0.444,-1.513,0.899,0.138
0.52,0.603,0.44,0.729,-0.226,-0.435,-0.221,0.869,0.759,0.682,0.575,0.996,-0.444,0.428,0.122,0.764
-1.052,-0.301,-1.051,-0.595,-0.68,0.059,-0.221,-0.23,-0.497,-0.52,-0.185,-0.449,-0.444,-0.219,0.122,0.138
-1.052,-0.903,-1.051,-1.036,-1.134,-1.424,1.492,-0.962,0.759,1.083,1.336,-1.413,-0.872,1.722,-0.655,-1.739
-0.528,1.205,-1.051,1.17,0.228,0.059,-0.221,-1.695,1.178,-0.52,-0.185,0.032,-1.3,-0.219,-0.267,0.138
-0.004,0,0.44,-0.154,-0.226,0.059,0.208,-0.596,-0.497,0.682,-0.185,-0.449,0.841,-0.219,-1.044,-0.487
-0.004,0,0.44,2.053,2.953,0.554,-1.077,-0.23,-1.335,-0.119,0.575,0.514,0.841,0.428,0.899,0.138
-1.052,-1.807,-1.051,-1.919,-0.68,-0.435,-0.649,0.503,-0.497,-0.52,0.195,0.996,1.27,-2.159,-0.655,0.764
-1.052,-1.807,-1.051,-1.478,-0.68,0.059,0.208,0.136,0.759,-0.52,-0.185,0.514,-0.444,-0.219,0.51,1.39
-0.004,-0.903,0.44,-1.036,-0.226,0.059,-0.649,-0.596,-0.497,0.282,0.195,0.032,1.698,-2.159,-0.655,0.138
-0.528,-0.602,-0.057,-0.595,-0.68,-0.435,-1.934,-0.962,-1.335,-1.322,-1.707,-0.449,-0.015,-2.806,-0.267,0.138
0.52,0.603,0.938,0.729,0.228,1.543,-0.221,-0.596,0.341,1.083,-1.707,-0.931,-0.015,-0.866,0.122,1.39
2.616,1.507,1.932,0.729,1.137,1.543,-0.649,-0.23,-0.078,1.083,-1.707,-0.449,1.27,-0.866,0.51,0.138
-1.577,-0.301,-2.543,1.17,-1.134,0.059,-0.221,-0.23,-0.497,-0.52,-0.185,0.032,-1.3,-0.219,-1.432,0.138
-1.052,-0.903,-1.051,-1.036,-1.134,2.038,-1.934,-0.596,-1.335,1.083,-1.707,0.514,-0.444,-1.513,-0.655,0.764
-0.004,0.603,-0.057,0.288,0.683,0.059,-0.221,0.136,1.597,-0.52,-0.185,0.032,-0.872,-0.219,1.287,0.138
-0.004,0.603,-0.057,0.288,0.683,0.059,-0.649,0.869,0.341,-0.921,0.575,0.996,-0.444,1.722,2.064,-0.487
-0.004,0,-0.554,-0.154,-0.226,-1.424,0.208,0.136,0.341,0.282,0.575,2.922,-0.444,-0.866,-0.267,0.138
1.044,1.205,1.932,1.17,1.591,1.048,0.208,-0.23,0.759,0.282,-1.327,0.032,0.413,-2.159,0.122,2.016
1.568,1.808,0.44,0.729,0.228,1.543,-1.505,-0.23,-0.078,1.484,-1.707,0.032,0.841,-1.513,0.122,0.764
-0.004,0.904,-0.554,1.17,-1.134,-3.403,-2.79,0.503,0.341,-3.326,-2.468,-0.931,-1.3,-0.219,-1.432,0.138
-0.528,0,-0.057,-0.154,-1.134,0.059,0.208,-0.23,-1.335,-0.52,2.858,0.032,-0.015,1.075,-1.432,0.138
2.092,0.603,0.44,-0.595,-0.226,1.048,-0.221,0.136,-0.078,1.885,-1.327,-1.413,0.841,0.428,0.122,0.138
-1.052,-0.301,-1.051,-0.595,-0.68,0.059,-0.649,0.503,0.341,-0.52,-1.327,0.996,-0.872,-0.219,0.122,1.39
0.52,0.904,-0.057,0.729,-0.226,0.059,1.064,3.799,-1.335,-0.52,-1.327,0.032,-0.015,-0.219,-1.432,0.138
1.568,1.205,0.938,1.17,0.683,-1.424,0.208,0.136,1.178,0.682,0.956,0.514,-0.015,0.428,-0.655,-1.113
-0.528,-0.602,-0.554,0.729,-0.68,0.059,-0.221,-0.23,3.273,0.682,-0.185,0.032,-1.3,-0.219,1.676,0.138
0.52,1.205,0.44,1.611,1.137,0.554,-0.221,1.235,-0.078,-0.52,-0.185,-0.449,-0.444,-0.219,2.064,0.138
-0.004,1.205,-0.057,1.17,-0.226,0.059,-0.221,-1.695,1.178,2.286,-0.185,0.032,-1.3,-0.219,-1.044,0.138
1.044,1.205,1.435,1.17,1.137,0.059,-0.649,1.602,0.341,-0.119,-0.185,1.477,0.413,0.428,0.122,0.138
-0.004,0.603,-0.057,0.729,-0.68,-0.93,-0.221,0.869,2.016,-0.52,-0.185,2.922,-0.872,-0.219,0.122,0.764
-0.528,-0.301,-0.057,-0.595,-0.226,0.554,-0.221,-0.23,1.597,-0.921,-0.185,-0.931,-0.015,-0.219,0.899,-0.487
1.044,1.205,1.932,1.611,0.683,2.532,-0.221,-0.23,-0.078,0.682,-2.468,-1.894,1.27,-0.219,-0.655,0.138
-2.101,-2.108,-2.543,-2.36,-1.588,0.059,-0.221,-0.23,-0.497,-0.52,-0.185,0.032,-1.3,-0.219,-1.432,0.138
-0.528,-0.602,-0.554,-1.036,-0.226,0.059,-0.221,0.869,-0.078,0.282,-0.185,0.032,-0.444,-0.219,-0.267,0.138
-0.004,-0.301,-0.057,-0.154,0.228,0.059,-0.649,-0.23,-0.497,-0.921,-1.327,-0.931,-0.444,-0.866,0.122,-0.487
-1.052,-0.301,-1.051,-0.595,-0.68,-1.424,-1.934,1.235,0.759,-2.925,-1.707,-1.894,-0.872,-1.513,-1.044,-1.113
-0.004,-0.602,-0.057,-1.036,-0.68,-1.424,2.349,-0.23,-0.916,1.083,1.716,-0.931,-0.015,1.075,-1.044,0.138
0.52,0.603,-0.554,-0.595,-0.68,2.038,-1.934,-0.962,-0.916,0.282,-1.707,-0.931,0.413,-0.866,-0.267,1.39
-0.528,-0.301,-0.057,-0.154,0.683,-0.435,0.208,0.503,-0.497,-0.52,-0.185,0.032,1.27,0.428,1.287,0.138
-1.052,-1.506,-1.051,-1.036,-0.68,0.059,0.208,0.503,-0.497,-0.52,-0.185,-0.449,0.413,0.428,-0.655,-1.113
1.044,1.808,0.44,0.729,-0.226,0.059,-0.649,-0.596,-0.497,1.885,0.195,0.514,-0.015,0.428,-0.267,0.138
-0.004,-0.301,0.44,-0.595,0.228,1.048,0.636,0.136,-0.497,-0.52,-0.566,-0.449,-0.015,-0.219,2.064,-1.739
-0.528,-0.602,-0.057,-1.036,0.228,0.554,-0.221,-0.596,0.341,0.282,-0.185,-0.931,-0.444,-0.219,0.51,0.764
-1.052,0,-1.051,-0.154,-0.226,1.048,-0.649,-1.329,-0.497,-0.119,-0.566,-1.413,-0.015,-0.219,0.51,-0.487
-1.577,-2.108,-2.046,-2.36,-1.588,0.554,-0.221,-0.596,0.341,-1.322,-0.185,-0.449,-1.3,-0.219,1.287,0.138
1.568,1.205,0.938,0.288,0.228,1.543,-1.505,0.136,0.341,1.484,-1.327,0.514,0.841,-1.513,0.51,1.39
1.044,0.603,0.938,0.729,0.683,0.059,0.208,1.235,0.341,0.682,0.195,0.514,-0.015,-0.219,-0.267,0.138
-1.577,-2.108,-2.046,-1.919,-1.134,-0.93,0.208,0.136,1.178,-0.52,-0.185,1.959,-1.3,-0.219,0.899,0.764
-0.528,-0.602,0.44,-0.595,-0.226,0.554,1.064,-0.596,-0.497,1.484,-0.946,-2.376,-0.872,1.075,-0.267,0.138
1.044,0.603,0.938,0.729,0.228,-1.424,0.208,0.503,1.178,0.682,1.336,0.514,-0.015,0.428,-0.655,-1.739
0.52,-0.602,0.44,1.17,-0.68,0.059,-0.221,0.136,-0.497,-0.52,-0.185,0.032,-0.015,-0.219,0.122,0.138
-0.528,0.302,-0.057,0.288,-0.226,2.532,-2.362,-0.596,-1.335,1.083,-1.707,0.514,-0.444,-1.513,-0.267,0.764
0.52,0.302,-0.057,1.611,1.591,0.554,-0.221,0.869,-0.916,-0.119,-0.185,0.514,-0.015,0.428,0.899,-0.487
-1.052,-2.108,-1.549,-1.919,-1.134,0.554,-0.221,0.869,-0.497,-0.921,-0.185,0.032,-0.444,-0.219,-0.267,0.138
2.092,1.808,0.938,0.729,0.228,0.059,-1.934,0.503,-1.335,-0.921,-0.566,-1.894,0.413,-0.866,0.51,-0.487
0.52,0.603,0.938,0.729,0.228,-0.93,-1.505,-0.962,1.597,-0.921,-1.707,0.032,-0.872,-1.513,-0.267,-1.113
1.044,0.603,-0.057,-0.595,-0.68,0.554,0.208,-0.596,0.759,-0.119,-0.946,-0.449,0.841,-0.866,-0.267,-0.487
-0.004,-0.903,0.44,-1.036,-0.226,0.059,-0.221,-1.329,1.178,1.083,0.195,0.514,-0.444,-0.219,-0.267,0.138
-1.052,0.302,-1.549,0.288,-1.134,4.016,-1.505,-0.596,-0.078,1.484,-2.087,-0.449,-1.3,-0.219,-1.432,0.138
-1.052,-1.506,-1.051,-1.036,-0.68,0.059,0.208,0.136,0.759,-0.52,-0.185,0.514,-0.444,-0.219,0.51,1.39
2.092,1.205,1.435,0.288,0.683,-0.93,0.208,-0.962,-0.497,-0.119,0.956,-0.449,2.983,1.075,-0.655,-1.739
-0.004,0.603,0.44,0.729,-0.226,-0.435,2.349,0.136,-1.335,1.484,-0.566,-3.34,-0.872,1.075,-0.267,0.138
1.044,1.205,0.44,1.17,0.683,-0.435,-0.649,0.503,0.341,0.682,-0.185,2.441,0.413,0.428,0.899,0.138
-0.004,-0.602,-0.057,-0.595,0.683,0.059,0.208,-0.23,-0.916,-0.921,-0.566,0.032,1.27,-0.219,0.122,-0.487
3.665,2.41,1.435,1.17,0.228,0.554,0.636,0.869,-0.078,2.286,-0.946,-1.894,0.413,1.075,0.122,0.138
-0.528,-0.903,-0.057,-1.036,-0.68,1.048,-0.649,-1.329,1.178,0.682,-0.946,0.032,-0.444,-0.219,-0.267,0.764
-0.004,-0.602,-0.057,0.288,0.228,0.059,0.636,0.136,-0.916,-0.52,0.956,1.477,-0.015,0.428,0.899,0.138
-1.577,-0.903,-2.543,-0.154,-1.588,0.059,-0.221,-0.23,-0.497,-0.52,-0.185,0.032,-1.3,-0.219,-1.432,0.138
-1.052,-0.903,-1.051,0.729,-1.134,2.532,-1.934,1.602,-0.497,1.885,-0.566,1.959,-0.872,-1.513,-1.432,0.138
0.52,-0.903,-0.057,0.288,0.228,-0.435,-0.221,1.602,0.759,-0.52,-0.185,-0.449,-0.444,-0.219,2.064,1.39
-0.004,1.205,-0.554,1.17,-0.226,-0.93,-0.649,2.334,1.178,-1.322,-0.946,-1.413,-0.015,-0.219,0.122,0.138
1.044,1.205,1.435,1.17,2.045,0.059,0.208,0.503,-0.497,-0.52,-0.566,-0.931,0.841,-0.866,1.287,0.138
-1.052,-1.807,-1.549,-1.919,-1.134,0.059,-0.221,0.136,1.178,-0.921,-0.185,0.032,-0.872,-0.219,0.899,0.138
-1.052,-0.903,-1.051,-1.036,-0.68,1.048,-0.649,-0.596,-0.078,0.682,-0.946,-1.413,-0.444,-0.219,-0.267,0.138
0.52,1.205,0.938,1.17,2.045,0.554,0.208,1.235,0.341,-0.52,-0.566,-1.413,0.413,-1.513,2.064,2.641
-0.004,0,-0.057,-0.154,0.683,0.059,0.636,0.136,-0.497,-0.119,-0.185,0.032,-0.015,1.075,1.676,1.39
-0.528,-0.602,-0.554,-0.595,-0.68,-1.424,0.208,0.136,0.759,1.083,0.956,1.959,-0.872,0.428,-0.267,-0.487
-0.004,0.603,-0.057,0.729,0.683,0.059,-0.221,3.067,-1.754,-0.52,-0.185,0.032,0.841,-0.219,-1.432,-0.487
2.092,0.904,0.44,-0.154,-0.226,0.554,-1.077,-0.23,-0.497,0.282,-0.946,-0.931,0.413,-0.866,0.51,0.138
1.568,1.205,0.44,0.288,0.228,0.554,0.208,0.136,-0.078,0.282,-0.946,0.514,1.698,-2.159,0.899,2.016
-0.004,0.302,0.44,0.288,0.683,-0.435,1.064,-0.962,-1.335,-0.52,0.956,0.032,1.698,1.075,-1.044,0.138
-1.052,-0.301,-0.554,-0.595,-0.226,0.554,0.208,0.136,0.759,-0.52,-0.185,-0.931,-0.444,-0.219,0.899,0.764
-1.577,0.603,-1.549,0.729,-0.226,0.554,-0.221,-1.695,0.759,-0.52,-0.185,-0.449,-1.3,-0.219,-0.655,-0.487
1.044,0.302,0.938,0.729,2.045,-0.435,-0.221,-0.962,-0.078,-0.119,0.195,0.996,0.413,1.075,1.676,-1.113
-1.052,-1.506,-1.051,-0.595,-0.68,-0.435,0.208,0.869,0.759,-0.119,0.575,2.922,-0.872,0.428,0.122,1.39
-1.052,-1.506,-1.051,-1.036,-0.226,0.059,-0.221,0.136,0.759,-0.52,0.195,0.514,-0.444,-0.219,0.51,1.39
-0.004,-0.903,0.44,-1.036,-0.226,-0.435,-0.221,-1.329,1.178,0.682,0.575,0.032,-0.444,-0.219,-0.267,-0.487
-0.528,-0.301,-0.554,-0.595,-1.134,0.059,-1.077,3.067,-0.078,-0.52,2.858,0.032,-0.015,0.428,-1.432,0.138
-1.577,-1.204,-1.051,-1.478,-1.134,-0.435,-1.077,-0.962,1.597,-0.52,-1.707,0.996,-1.3,-0.866,-0.655,0.138
-0.004,0.302,-0.554,0.288,-0.226,0.554,-0.221,2.701,-1.754,-0.921,0.956,0.032,2.126,-1.513,-1.432,0.138
-1.052,-0.301,-0.554,-0.595,0.228,0.554,-0.221,-0.596,-0.497,-0.52,-0.185,0.032,1.27,-0.219,0.899,-0.487
